iter	RMSE
260	0.545898077
261	0.5457506712
262	0.5455569628
263	0.5454330778
264	0.5453222645
265	0.5452077479
266	0.5450037025
267	0.5448839863
268	0.5448251154
269	0.5446332872
270	0.5444364653
271	0.5442524021
272	0.5440207271
273	0.5438300233
274	0.5436476301
275	0.5435313111
276	0.5433972887
277	0.5432954965
278	0.5431555952
279	0.5430122965
280	0.5429009607
281	0.5426684251
282	0.5424824597
283	0.5423098298
284	0.5421815232
285	0.5420654394
286	0.5418254245
287	0.5417059748
288	0.5415628603
289	0.5413935377
290	0.5412666167
291	0.5411503736
292	0.5409688465
293	0.5407798214
294	0.5406997168
295	0.540525549
296	0.5403957736
297	0.540262458
298	0.540169672
299	0.5399928566
300	0.5399207473
301	0.53980632
302	0.5397144787
303	0.5396134541
304	0.5394232773
305	0.5393169444
306	0.539206749
307	0.5391033538
308	0.5389728409
309	0.5388278944
310	0.5386731935
311	0.538496289
312	0.538385069
313	0.538290003
314	0.5381107297
315	0.5380107201
316	0.5378954241
317	0.5378221695
318	0.537702472
319	0.5375705256
320	0.5374149788
321	0.5372630062
322	0.5371071918
323	0.537053145
324	0.5369382589
325	0.5368154346
326	0.5366636451
327	0.5365432952
328	0.5363895301
329	0.5362503175
330	0.5360452814
331	0.5358607124
332	0.5357192495
333	0.5355952835
334	0.5355633678
335	0.5354276821
336	0.5353089485
337	0.5351862941
338	0.5349866699
339	0.5349078383
340	0.5348791188
341	0.5346655368
342	0.5344902583
343	0.5343533034
344	0.5341933868
345	0.5340904756
346	0.5340599784
347	0.5340348357
348	0.5339267136
349	0.5338234347
350	0.5337321361
351	0.5336674908
352	0.5335983985
353	0.5335180982
354	0.533364747
355	0.5332546681
356	0.5331057915
357	0.5329881602
358	0.532796918
359	0.5326820548
360	0.5325568444
361	0.5324242661
362	0.5322938404
363	0.5322163974
364	0.5320742432
365	0.5320385028
366	0.5318964164
367	0.5317754552
368	0.5316312226
369	0.5315148306
370	0.531344759
371	0.531258716
372	0.5311636764
373	0.5310552017
374	0.530950696
375	0.5308719933
376	0.5307409746
377	0.5306543819
378	0.5305904997
379	0.5304156366
380	0.5303361903
381	0.5301850662
382	0.5300539648
383	0.5299612421
384	0.5298346499
385	0.5296827977
386	0.5295127265
387	0.5293343111
388	0.5292971039
389	0.5292111241
390	0.5290918187
391	0.528927626
392	0.5287936396
393	0.5285651871
394	0.5284563297
395	0.52835878
396	0.5282785978
397	0.5281893337
398	0.528073306
399	0.5279529432
400	0.5278745291
401	0.5277441489
402	0.5276987537
403	0.5276284928
404	0.5275126815
405	0.5274351768
406	0.5272786103
407	0.5271722403
408	0.5270784794
409	0.5268995535
410	0.5267074858
411	0.5265470955
412	0.5264030642
413	0.5262109026
414	0.5261191915
415	0.5260649442
416	0.5259558003
417	0.5258281327
418	0.5256569649
419	0.5255055348
420	0.5253538153
421	0.5252678743
422	0.5250999857
423	0.5249939189
424	0.5248643755
425	0.5247317268
426	0.524626637
427	0.5244423381
428	0.5243351827
429	0.5242366337
430	0.5241539099
431	0.5240371498
432	0.5238911851
433	0.5237831856
434	0.523698043
435	0.5235311216
436	0.5233420142
437	0.5231673992
438	0.5230427456
439	0.522892136
440	0.5228111944
441	0.5227250424
442	0.5225904544
443	0.5225245594
444	0.5223637363
445	0.5222844941
446	0.5222609368
447	0.5221370357
448	0.5220132915
449	0.5218607735
450	0.5217345239
451	0.5216843002
452	0.5215654016
453	0.5214014776
454	0.5212990829
455	0.5211228008
456	0.5210515544
457	0.5209091363
458	0.5208234986
459	0.5207439909
460	0.520638374
461	0.5205473601
462	0.5204250088
463	0.5202638197
464	0.5201821627
465	0.5200304366
466	0.5199730486
467	0.5198964314
468	0.5197926821
469	0.5196894725
470	0.5195490899
471	0.5194460935
472	0.5192901023
473	0.519167443
474	0.5190248058
475	0.5189337429
476	0.5187985007
477	0.5187082737
478	0.5185860569
479	0.5184951266
480	0.5184830682
481	0.5183570971
482	0.5182514912
483	0.5181286795
484	0.5180289403
485	0.5179446595
486	0.5177972884
487	0.5176670777
488	0.5175529153
489	0.5174225925
490	0.5172840296
491	0.5172526449
492	0.517196058
493	0.5170900343
494	0.5170085426
495	0.5169261805
496	0.5168560887
497	0.5167500808
498	0.5166441963
499	0.5164954339
500	0.516389587
501	0.5162756306
502	0.5161486932
503	0.5160312959
504	0.5159660635
505	0.5159187285
506	0.5157629416
507	0.5156863207
508	0.5155642411
509	0.5154756489
510	0.5153440554
511	0.5152570475
512	0.5152013359
513	0.5151158174
514	0.5150935688
515	0.5149855468
516	0.5148906087
517	0.5148040181
518	0.5147231323
519	0.5146336294
520	0.5145248733
521	0.5144719699
522	0.5143863372
523	0.5142823764
524	0.514132685
525	0.5140377145
526	0.5139563185
527	0.513918915
528	0.5137892471
529	0.5136378343
530	0.5135516015
531	0.5135168993
532	0.5134127783
533	0.5133087954
534	0.5131989615
535	0.5130787742
536	0.5129844233
537	0.5128321365
538	0.5127537308
539	0.5126767402
540	0.5125831977
541	0.5124878784
542	0.5123992514
543	0.5123631023
544	0.5122617213
545	0.5121462247
546	0.5120016853
547	0.5118093453
548	0.5117362219
549	0.5116483555
550	0.5114916074
551	0.5113471913
552	0.5112891675
553	0.5112043336
554	0.5110835536
555	0.5110052671
556	0.5108976411
557	0.5108448402
558	0.5107086132
559	0.5106401024
560	0.5104746054
561	0.5104200285
562	0.5103041834
563	0.5102120423
564	0.5101664728
565	0.5100570119
566	0.5099653405
567	0.509860267
568	0.5097422133
569	0.5096523391
570	0.5096022372
571	0.50950395
572	0.5093950484
573	0.5093145761
574	0.5092088835
575	0.509093106
576	0.5090288703
577	0.508935604
578	0.5088540526
579	0.5087129568
580	0.5086273582
581	0.5084983663
582	0.5083856424
583	0.5082928271
584	0.508188885
585	0.5081078608
586	0.5080674817
587	0.5079046543
588	0.5077834298
589	0.5076683564
590	0.5075485815
591	0.5074588055
592	0.5073974856
593	0.5072943402
594	0.5072058469
595	0.5071234231
596	0.507045841
597	0.5069692471
598	0.5068949348
599	0.5067985135
600	0.5066967247
601	0.5066818247
602	0.5065989804
603	0.5065010007
604	0.5064378615
605	0.506375602
606	0.5062696344
607	0.5061966367
608	0.5060868934
609	0.506068477
610	0.5060091172
611	0.5059513831
612	0.5058737562
613	0.5058038668
614	0.5057670415
615	0.505731088
616	0.5056491547
617	0.5055682669
618	0.5055226886
619	0.5054270927
620	0.5053347403
621	0.5052205599
622	0.5051731722
623	0.5050132203
624	0.5049113354
625	0.5048314413
626	0.5047537051
627	0.5046534658
628	0.5045683571
629	0.5044719061
630	0.5043304348
631	0.5042031173
632	0.5041501683
633	0.5040702548
634	0.5039783824
635	0.5038824076
636	0.5037775525
637	0.503731826
638	0.5036149453
639	0.50354274
640	0.503457679
641	0.5033367536
642	0.5032509262
643	0.5032086968
644	0.5031355311
645	0.5030795395
646	0.503012228
647	0.5029358079
648	0.5028187862
649	0.5027109333
650	0.5026298668
651	0.5025018869
652	0.5024574267
653	0.5023399243
654	0.5021913305
655	0.5021071492
656	0.5019700543
657	0.5018920379
658	0.5018232682
659	0.5017719456
660	0.501705151
661	0.5016107484
662	0.5015066135
663	0.5014352681
664	0.501324279
665	0.5011914871
666	0.5011253956
667	0.501023185
668	0.5009669664
669	0.500887215
670	0.5007852472
671	0.5007387952
672	0.5006650729
673	0.5005945716
674	0.5004806135
675	0.50042026
676	0.5003276584
677	0.5002327841
678	0.5001195996
679	0.5000602694
680	0.4999782124
681	0.4998863798
682	0.4998175571
683	0.4997001801
684	0.4995960692
685	0.4995282134
686	0.4994428938
687	0.4993803966
688	0.4993107724
689	0.4992220862
690	0.4991465841
691	0.4990941013
692	0.4990095045
693	0.4988979592
694	0.4987738649
695	0.4987027676
696	0.4986307049
697	0.4985538807
698	0.4985042399
699	0.4984448731
700	0.4983513033
701	0.4982309665
702	0.4981944176
703	0.4981669133
704	0.4980869445
705	0.4980503457
706	0.4980209858
707	0.4979653624
708	0.4978887239
709	0.4978147279
710	0.49773645
711	0.4976411464
712	0.4975913933
713	0.4975214551
714	0.4974530371
715	0.4973273635
716	0.4972512258
717	0.4972033176
718	0.4971561213
719	0.4970969794
720	0.4969752754
721	0.4969337563
722	0.496900654
723	0.4967803747
724	0.4967567396
725	0.4966772798
726	0.4966599363
727	0.4965665277
728	0.4964778728
729	0.4963652086
730	0.4962576713
731	0.4961919724
732	0.4961560484
733	0.4960872774
734	0.4959899687
735	0.4959022604
736	0.4957891194
737	0.4956863167
738	0.4956274866
739	0.4955720077
740	0.4955350059
741	0.4954344797
742	0.4953514824
743	0.4953008131
744	0.4952113956
745	0.495169167
746	0.4950802294
747	0.494987117
748	0.4949066563
749	0.4948114229
750	0.4947693424
751	0.4947035841
752	0.494610158
753	0.4945152658
754	0.4943461133
755	0.4942008251
756	0.4940961931
757	0.4940215241
758	0.4938418402
759	0.4937403266
760	0.4936423477
761	0.4936044498
762	0.4935437253
763	0.4935067879
764	0.4934539014
765	0.493383567
766	0.4933165458
767	0.4932169059
768	0.4930770157
769	0.4929880605
770	0.4929342079
771	0.4928566903
772	0.4927540677
773	0.4925880197
774	0.4925109478
775	0.4924396663
776	0.4923753735
777	0.4922801205
778	0.4921969919
779	0.4920829285
780	0.4920187691
781	0.4919009569
782	0.4918409768
783	0.4917510416
784	0.4917026522
785	0.4915729653
786	0.4915188301
787	0.4914929502
788	0.4914480422
789	0.4914094276
790	0.4913953052
791	0.4913426889
792	0.4912582388
793	0.4912100698
794	0.4911216229
795	0.4909801582
796	0.4909097218
797	0.4908484794
798	0.4907482113
799	0.4906885895
800	0.4906431116
801	0.4905589885
802	0.4905052749
803	0.4904360379
804	0.4903295333
805	0.4902732209
806	0.4901950635
807	0.4900711806
808	0.4899391684
809	0.489825169
810	0.4897485439
811	0.4896664653
812	0.4896420464
813	0.4895163817
814	0.4894582113
815	0.4893986259
816	0.4893060933
817	0.4892150262
818	0.4891783928
819	0.4891063179
820	0.4889897822
821	0.4889074994
822	0.4888612051
823	0.4887608593
824	0.4887049743
825	0.4886154636
826	0.4885344195
827	0.4884516033
828	0.488380411
829	0.4882615336
830	0.4881758189
831	0.488111061
832	0.488023923
833	0.4879733325
834	0.4878482913
835	0.4877876609
836	0.4876996422
837	0.4876585073
838	0.4875874906
839	0.4875129537
840	0.4874721136
841	0.487390566
842	0.4873098174
843	0.4871756436
844	0.4871572629
845	0.4870778449
846	0.4870201527
847	0.4869523229
848	0.4869158954
849	0.4868735593
850	0.4868125995
851	0.4867402799
852	0.4866847976
853	0.4866592782
854	0.4866022408
855	0.4865506103
856	0.486428997
857	0.486321319
858	0.4862692131
859	0.486225113
860	0.4861558056
861	0.4860838777
862	0.4860103135
863	0.4859434453
864	0.4858000992
865	0.4857506576
866	0.4856450048
867	0.4855757425
868	0.4855462718
869	0.4854944929
870	0.485373013
871	0.4852298987
872	0.4851791992
873	0.4850944634
874	0.4850614079
875	0.4849687534
876	0.4848886758
877	0.4848336761
878	0.4847909005
879	0.4847028321
880	0.4846342499
881	0.4845705364
882	0.4844828183
883	0.4843680066
884	0.4843461494
885	0.4842265761
886	0.4841582563
887	0.484130958
888	0.4840552194
889	0.4839289957
890	0.4838287959
891	0.4837403493
892	0.4836644981
893	0.4835906134
894	0.4835553188
895	0.4834836755
896	0.4833960108
897	0.4833479434
898	0.4833073971
899	0.4831865094
900	0.4830607354
901	0.4829567323
902	0.4827983577
903	0.4827115538
904	0.4826811454
905	0.4825972778
906	0.4825918491
907	0.4824575152
908	0.4823799088
909	0.482322122
910	0.4822155666
911	0.4821254751
912	0.4820494607
913	0.4819871601
914	0.481890308
915	0.4817984233
916	0.4816377335
917	0.4815429504
918	0.4814473084
919	0.4813850423
920	0.4812959802
921	0.481231281
922	0.4811657865
923	0.4810727673
924	0.481032705
925	0.4808970044
926	0.4808133627
927	0.4807409516
928	0.4806524192
929	0.480565622
930	0.4804523611
931	0.4804017608
932	0.4803676231
933	0.4802896844
934	0.4802295961
935	0.4801664354
936	0.4801111578
937	0.4800424014
938	0.4799956686
939	0.4799462937
940	0.479867289
941	0.4798022074
942	0.479749348
943	0.479630281
944	0.4795011644
945	0.4794040887
946	0.479306152
947	0.4792159401
948	0.4791102331
949	0.4790640158
950	0.4790206638
951	0.4789504693
952	0.4789055958
953	0.4787994657
954	0.4787327573
955	0.4786847202
956	0.4786380353
957	0.4786045217
958	0.4785417949
959	0.4785058215
960	0.4783936594
961	0.4783258293
962	0.4782850096
963	0.4782305791
964	0.4781198911
965	0.4780536771
966	0.4779679861
967	0.4778943394
968	0.4778010776
969	0.4777559086
970	0.4777118868
971	0.4776572861
972	0.4776366136
973	0.4776258428
974	0.4775976601
975	0.4774552087
976	0.4773930191
977	0.4773355799
978	0.4772995841
979	0.4772524674
980	0.4771823747
981	0.4771006566
982	0.4770291307
983	0.4769580437
984	0.4768958423
985	0.4767640232
986	0.4767012021
987	0.4766389487
988	0.4766069166
989	0.4765821383
990	0.476513999
991	0.4764280191
992	0.4763569703
993	0.4763304239
994	0.4762673518
995	0.4762324743
996	0.4761752799
997	0.4760801896
998	0.4759852057
999	0.4759195072
