iter	Passed	Remaining
357	8783	15751
358	8810	15731
359	8833	15704
360	8856	15676
361	8880	15651
362	8909	15635
363	8937	15616
364	8967	15600
365	8990	15574
366	9023	15563
367	9049	15542
368	9081	15529
369	9106	15505
370	9137	15491
371	9159	15462
372	9180	15431
373	9205	15408
374	9255	15425
375	9278	15398
376	9302	15372
377	9329	15351
378	9358	15334
379	9381	15306
380	9403	15278
381	9426	15250
382	9450	15223
383	9477	15203
384	9505	15184
385	9529	15158
386	9559	15142
387	9582	15114
388	9605	15087
389	9628	15059
390	9669	15060
391	9692	15033
392	9726	15023
393	9760	15012
394	9791	14997
395	9815	14971
396	9846	14955
397	9874	14935
398	9896	14907
399	9922	14883
400	9948	14860
401	9974	14837
402	9996	14808
403	10026	14791
404	10056	14774
405	10083	14753
406	10108	14727
407	10137	14708
408	10158	14679
409	10180	14650
410	10222	14649
411	10242	14617
412	10269	14595
413	10300	14579
414	10320	14547
415	10355	14536
416	10380	14512
417	10402	14484
418	10426	14458
419	10452	14434
420	10474	14406
421	10497	14377
422	10517	14346
423	10547	14329
424	10568	14298
425	10593	14273
426	10616	14246
427	10643	14224
428	10666	14197
429	10687	14167
430	10712	14142
431	10733	14112
432	10757	14086
433	10781	14060
434	10803	14031
435	10831	14010
436	10850	13979
437	10873	13951
438	10892	13919
439	10918	13896
440	10946	13875
441	10971	13850
442	10998	13829
443	11020	13800
444	11045	13775
445	11062	13741
446	11088	13717
447	11111	13691
448	11130	13658
449	11151	13629
450	11176	13605
451	11208	13589
452	11233	13564
453	11259	13541
454	11289	13522
455	11309	13491
456	11335	13468
457	11358	13442
458	11382	13415
459	11407	13391
460	11426	13359
461	11451	13334
462	11472	13306
463	11500	13284
464	11529	13264
465	11552	13237
466	11581	13218
467	11606	13194
468	11631	13168
469	11661	13149
470	11689	13128
471	11710	13099
472	11736	13076
473	11756	13046
474	11783	13024
475	11806	12997
476	11832	12973
477	11857	12948
478	11879	12921
479	11906	12898
480	11926	12869
481	11950	12843
482	11971	12814
483	11998	12791
484	12022	12766
485	12041	12735
486	12066	12710
487	12089	12683
488	12114	12659
489	12133	12628
490	12161	12607
491	12190	12586
492	12218	12565
493	12245	12543
494	12271	12519
495	12289	12487
496	12316	12465
497	12339	12438
498	12364	12413
499	12382	12382
500	12409	12359
501	12433	12334
502	12451	12303
503	12480	12282
504	12500	12252
505	12523	12226
506	12542	12196
507	12570	12174
508	12593	12148
509	12612	12117
510	12640	12096
511	12663	12070
512	12690	12046
513	12708	12016
514	12739	11997
515	12766	11975
516	12785	11944
517	12810	11920
518	12833	11894
519	12854	11865
520	12878	11839
521	12900	11812
522	12926	11789
523	12945	11759
524	12974	11738
525	12999	11714
526	13019	11685
527	13040	11657
528	13064	11632
529	13090	11608
530	13113	11582
531	13140	11559
532	13166	11536
533	13192	11512
534	13219	11489
535	13244	11465
536	13263	11436
537	13284	11408
538	13308	11382
539	13332	11357
540	13353	11329
541	13379	11305
542	13399	11277
543	13422	11251
544	13440	11221
545	13469	11199
546	13495	11176
547	13521	11152
548	13547	11129
549	13571	11103
550	13598	11081
551	13622	11055
552	13649	11032
553	13677	11010
554	13702	10986
555	13727	10962
556	13754	10939
557	13773	10910
558	13802	10889
559	13825	10862
560	13843	10832
561	13862	10804
562	13888	10780
563	13919	10760
564	13937	10730
565	13958	10703
566	13978	10675
567	13999	10647
568	14019	10619
569	14048	10598
570	14073	10573
571	14097	10548
572	14126	10527
573	14151	10503
574	14182	10482
575	14207	10458
576	14235	10435
577	14259	10410
578	14286	10388
579	14316	10366
580	14341	10342
581	14366	10318
582	14394	10295
583	14414	10268
584	14433	10239
585	14465	10219
586	14492	10196
587	14514	10170
588	14540	10146
589	14566	10122
590	14591	10097
591	14617	10074
592	14641	10048
593	14669	10026
594	14698	10005
595	14723	9980
596	14743	9952
597	14768	9928
598	14789	9900
599	14816	9877
600	14835	9848
601	14860	9824
602	14890	9803
603	14911	9776
604	14938	9752
605	14958	9725
606	14985	9702
607	15006	9675
608	15034	9652
609	15061	9629
610	15081	9601
611	15114	9582
612	15141	9559
613	15163	9532
614	15194	9512
615	15219	9487
616	15241	9461
617	15266	9436
618	15293	9413
619	15315	9387
620	15339	9361
621	15363	9336
622	15388	9312
623	15407	9284
624	15431	9259
625	15461	9237
626	15483	9210
627	15507	9186
628	15530	9160
629	15558	9137
630	15578	9109
631	15603	9085
632	15630	9062
633	15649	9034
634	15693	9020
635	15734	9005
636	15767	8985
637	15792	8960
638	15822	8938
639	15853	8917
640	15883	8895
641	15909	8871
642	15940	8850
643	15969	8827
644	15990	8801
645	16022	8780
646	16046	8754
647	16067	8728
648	16094	8704
649	16122	8681
650	16146	8656
651	16174	8633
652	16196	8606
653	16219	8580
654	16240	8554
655	16264	8528
656	16288	8503
657	16309	8476
658	16329	8449
659	16350	8422
660	16374	8397
661	16396	8371
662	16419	8346
663	16441	8319
664	16463	8293
665	16482	8266
666	16506	8240
667	16528	8215
668	16547	8187
669	16567	8159
670	16597	8138
671	16625	8114
672	16646	8088
673	16672	8064
674	16695	8038
675	16714	8011
676	16733	7983
677	16759	7959
678	16783	7934
679	16805	7908
680	16834	7885
681	16857	7860
682	16881	7835
683	16905	7810
684	16939	7789
685	16967	7766
686	16992	7741
687	17019	7718
688	17052	7697
689	17080	7673
690	17105	7649
691	17136	7627
692	17157	7600
693	17175	7572
694	17196	7546
695	17226	7524
696	17253	7500
697	17275	7474
698	17305	7452
699	17329	7426
700	17353	7401
701	17380	7378
702	17402	7352
703	17428	7327
704	17448	7301
705	17473	7276
706	17499	7252
707	17523	7227
708	17557	7206
709	17588	7184
710	17614	7159
711	17643	7136
712	17666	7111
713	17687	7084
714	17705	7057
715	17728	7031
716	17753	7007
717	17773	6980
718	17797	6955
719	17818	6929
720	17842	6904
721	17860	6877
722	17883	6851
723	17907	6826
724	17932	6802
725	17959	6777
726	17981	6752
727	18006	6727
728	18031	6702
729	18055	6677
730	18077	6652
731	18105	6628
732	18138	6607
733	18157	6580
734	18181	6555
735	18208	6531
736	18232	6506
737	18258	6481
738	18291	6460
739	18313	6434
740	18341	6410
741	18364	6385
742	18392	6361
743	18411	6335
7744	18510	63357745	18538	63117746	18559	6286747	18517	6238
748	18552	6217
749	18587	6195
750	18612	6171
751	18636	6146
752	18661	6121
753	18683	6095
754	18709	6071
755	18728	6044
756	18755	6020
757	18778	5995
758	18808	5972
759	18832	5947
760	18860	5923
761	18882	5897
762	18899	5870
763	18925	5846
764	18951	5821
765	18972	5795
766	19001	5772
767	19030	5748
768	19053	5723
769	19078	5698
770	19106	5674
771	19128	5649
772	19154	5624
773	19175	5598
774	19202	5574
775	19225	5549
776	19253	5525
777	19277	5500
778	19300	5475
779	19326	5450
780	19343	5424
781	19366	5398
782	19389	5373
783	19413	5348
784	19440	5324
785	19464	5299
786	19488	5274
787	19516	5250
788	19543	5226
789	19570	5202
790	19591	5176
791	19616	5151
792	19635	5125
793	19664	5101
794	19689	5077
795	19711	5051
796	19737	5027
797	19767	5003
798	19789	4978
799	19819	4954
800	19839	4929
801	19872	4906
802	19901	4882
803	19936	4860
804	19970	4837
805	20002	4814
806	20034	4791
807	20065	4767
808	20087	4742
809	20118	4719
810	20144	4694
811	20177	4671
812	20195	4645
813	20212	4618
814	20239	4594
815	20265	4569
816	20287	4544
817	20314	4519
818	20341	4495
819	20370	4471
820	20395	4446
821	20420	4421
822	20444	4396
823	20470	4372
824	20496	4347
825	20519	4322
826	20540	4296
827	20569	4272
828	20605	4250
829	20642	4227
830	20678	4205
831	20719	4183
832	20747	4159
833	20779	4135
834	20809	4112
835	20838	4087
836	20869	4064
837	20895	4039
838	20918	4014
839	20941	3988
840	20968	3964
841	20995	3939
842	21020	3914
843	21051	3891
844	21084	3867
845	21108	3842
846	21146	3819
847	21183	3797
848	21208	3772
849	21239	3748
850	21276	3725
851	21313	3702
852	21343	3678
853	21369	3653
854	21406	3630
855	21445	3607
856	21477	3583
857	21503	3558
858	21521	3532
859	21543	3507
860	21567	3481
861	21602	3458
862	21635	3434
863	21655	3408
864	21681	3383
865	21696	3357
866	21719	3331
867	21738	3305
868	21754	3279
869	21774	3253
870	21803	3229
871	21834	3205
872	21857	3179
873	21885	3155
874	21918	3131
875	21940	3105
876	21967	3080
877	22001	3057
878	22028	3032
879	22057	3007
880	22083	2982
881	22109	2958
882	22134	2932
883	22162	2908
884	22186	2883
885	22215	2858
886	22247	2834
887	22285	2810
888	22318	2786
889	22358	2763
890	22400	2740
891	22425	2715
892	22459	2691
893	22496	2667
894	22530	2643
895	22567	2619
896	22592	2594
897	22622	2569
898	22646	2544
899	22669	2518
900	22697	2493
901	22726	2469
902	22752	2444
903	22777	2418
904	22800	2393
905	22826	2368
906	22859	2343
907	22891	2319
908	22917	2294
909	22940	2268
910	22971	2244
911	22994	2218
912	23023	2193
913	23054	2169
914	23074	2143
915	23092	2117
916	23116	2092
917	23139	2066
918	23162	2041
919	23190	2016
920	23215	1991
921	23236	1965
922	23264	1940
923	23288	1915
924	23316	1890
925	23340	1865
926	23385	1841
927	23414	1816
928	23442	1791
929	23472	1766
930	23504	1741
931	23531	1716
932	23558	1691
933	23579	1666
934	23610	1641
935	23641	1616
936	23668	1591
937	23698	1566
938	23720	1540
939	23739	1515
940	23765	1490
941	23794	1465
942	23814	1439
943	23846	1414
944	23868	1389
945	23892	1363
946	23910	1338
947	23933	1312
948	23951	1287
949	23973	1261
950	23993	1236
951	24019	1211
952	24045	1185
953	24067	1160
954	24092	1135
955	24111	1109
956	24136	1084
957	24160	1059
958	24185	1034
959	24218	1009
960	24248	984
961	24275	958
962	24310	934
963	24339	908
964	24359	883
965	24389	858
966	24420	833
967	24445	808
968	24476	783
969	24502	757
970	24541	732
971	24577	708
972	24606	682
973	24644	657
974	24679	632
7975	24740	6097976	24776	583
977	24801	557
978	24838	532
979	24874	507
980	24891	482
	24681	426
983	24716	401
984	24734	376
985	24757	351
986	24770	326
987	24783	301
988	24799	275
989	24812	250
990	24829	225
991	24843	200
992	24856	175
993	24879	150
994	24898	125
