iter	Logloss
0	0.675642781
1	0.6594114397
2	0.6438795254
3	0.6303146666
4	0.6170865096
5	0.6051671813
6	0.593985899877	0.583030990988	0.572966881399	0.5638316858110	0.5553206226111	0.5471604971112	0.5399537227113	0.533158176
14	0.526872899
115	0.5223997171616	0.5164529011717	0.511228267118	0.5063252211919	0.5016874402020	0.4974983172221	0.4934055592222	0.4896029082323	0.4864850852424	0.4827301222525	0.4794579326	26	0.4765221927	0.4732073949
28	28	0.4711229229	29	0.468515230	030	0.466488131	0.4639344301
32	032	0.462594133	033	0.460587034	034	0.458808235	035	0.4570641336	36	0.4555061337	37	0.4541603338	38	0.4527434339	39	0.4513894040	40	0.4501484141	0.4482960144242	0.4470773634343	43	0.4466884444	0.4448913134545	0.4438430746	46	0.4430453847	47	0.4421036648	48	0.4414181849	49	0.4405616250	50	0.4397881651	51	0.4389135452	52	0.4380753853	53	0.4374246654	54	0.4367871755	55	0.436113905656	0.4355269505757	0.4350004295858	0.43455744559	0.4331104816
60	0.4326822545
61	0.461	0.4338362	0.462	0.4334263	0.463	0.4329964	0.464	0.4325665	0.465	0.432096666	066	0.43168667	0.67	0.43130668	0.68	0.43080669	0.69	0.43037670	0.4294434166
71	0.4290737693
72	0.4287368004773	0.4283550249774	0.4280485393775	075	0.428430776	076	0.428119777	0.4272309517878	078	0.427557979	079	0.427271380	80	0.4268218181	81	0.4263654982	82	0.4261618383	83	0.4258848484	84	0.4255848585	85	0.4254368686	86	0.4251895287	87	0.4248974388	88	0.4246475389	89	0.424399139090	0.4241837599191	0.4239773409292	0.4237284939393	0.42355694	9494	0.4233844309595	0.42318296	9696	0.42299297	0.97	0.4228099898	98	0.4225899	0.499	0.422100	100	100	0.422101	101	101	0.422102	0.4198362906
103	0.4196807052
104	0.4194909294
105	0.4193350008
106	0.419176953
107	0.418942387
108	0.4187474583
109	0.4186079161
110	0.4184110	0.4111	0.4183236201
112	0.4181341629
113	0.417113	0.41114	0.417114	0.41115	0.417115	0.418965339
116	0.418117	0.41117	0.418118	0.41118	0.418119	0.41119	0.418120	0.41120	0.417121	0.41121	0.417122	0.41122	0.41123	0.416123	0.41124	0.416124	0.41125	0125	125	0.41126	0126	126	0.4127	0.127	127	0.4128	0.128128	0.41129	0.415129	0.4130	0.4151130	0.4131	0.4148131	0.4132	0.4147132	0.4133	0.4145133	0.4134	0.4144134	0.4135	0.4142135	0.4136	0.4141136	0.4137	0.4139137	0.4138	0.4138138	0.4139	0.4137139	0.4140	0.4136140	0.4141	0.4134141	0.4142	0.4132620169
143	0.413141144	0144	0.413061145	0145	0.412904146	0146	0.412769147	0147	0.412584148	0148	0.412444149	0149	0.412268150	0150	0.412142151	0151	0.412005152	0152	0.411929153	0.4154500295
154	0154	0.411574155	0.4152084907
156	156	0.4113432157	0.4148362314
158	0.4147373015
159	159	0.4109768160	160	0.4108802161	161	0.4107383162	162	0.4106576163	163	0.4105753164	164	0.4104389165	165	0.4102431166	166	0.4101323167	167	0.4099693168	168	0.4098468309
169	0.4096828832
170	0.4095568691
171	0.4094763131
172	0.4093962177
173	0.4092151689
174	0.4090849298
175	0.4089572458
176	0.4088499491
177	0.4086919497
178	0.4085366355
179	0.4084401151
180	0.408351069
181	0.4082847063
182	0.4081232171
183	0.4080388506
184	0.4078449475
185	0.4077309344
186	0.407656492
187	0.4075141897
188	0.4073358411
189	0.4071645289
190	0.4069742946
191	0.4068322996
192	0.4066508922
193	0.4065815292
194	0.406420711
195	0.4063288936
196	0.4061812071
197	0.4061032137
198	0.4060084555
199	0.405936624
200	0.4057805479
201	0.405685066
202	0.4055334913
203	0.4054336223
204	0.4053266604
205	0.4052163558
206	0.4051102068
207	0.4050166753
208	0.4048982571
209	0.4047902419
210	0.4047306504
211	0.404565065
212	0.40445885021213	0.4044039192214	0.40425003152215	0.40415486992216	0.40216	0.40217	0.403217	0.40218	0.4044507288219	0.4036532955
220	0.4035928648
221	0.4035287102
222	0.4034279873
223	0.403223	0.422224	0.40224	0.422225	0.40225	0.42226	0.40368176352227	0.40346709982228	0.40328626222229	0.40320622812230	0.40306515723231	0.4231	0.4026232	0.4232	0.402233	0.40233	0.402234	0.40234	0.4023711091
235	0.402265073
236	0.4021526146
237	0.4019958251
238	0.4018940979
239	0.4017514556
240	0.4015479086
241	0.4014342835
242	0.4013465838
243	0.4012244	0.4244	0.4011552351
245	0.401246	0.40246	0.400247	0.40247	0.400248	0.40248	0.4006754123
249	0.4005947355
250	0.4004551835
251	0.4002778582
252	0.4001691145
253	0.254	0.40046254	0.3999442118
255	0.256	0.40030256	0.3997703185
257	0.3997000268
258	0.3995153168
259	0.399427325
260	0.3992829357
261	0.3991939367
262	0.3990219717
263	0.3988042749
264	0.398751203
265	0.3986440002
266	0.3985437205
267	0.3983869963
268	0.3982435541
269	0.3980766367
270	0.3980343228
271	0.3979262239
272	0.3977842582
273	0.3976638125
274	0.39756777
275	0.397379389
276	0.3972918329
277	0.3971454927
278	0.397036729
279	0.3969244887
280	0.3968693527
281	0.3968227444
282	0.3967147722
283	0.3965281375
284	0.39640787
285	0.3963019477
286	0.396201885
287	0.3961153335
288	0.3960472455
289	0.3959155624
290	0.3958152029
291	0.3956759562
292	0.3955803705
293	0.3955070365
294	0.3954212114
295	0.39534267
296	0.3952474016
297	0.3951114356
298	0.3949799093
299	0.3948461258
300	0.3946820772
301	0.3945726647
302	0.3944218154
303	0.3943359877
304	0.394237091
305	0.3941738788
306	0.3940530965
