iter	Logloss
205	0.4062153046
206	0.4060087336
207	0.405820729
208	0.4057418982
209	0.4056946685
210	0.4056455129
211	0.4054872478
212	0.4054413011
213	0.4053647506
214	0.4052556
215	0.4051248619
216	0.4049586591
217	0.40489078
218	0.4048149217
219	0.4047176139
220	0.4046355949
221	0.4045616
222	0.4044727084
223	0.404369816
224	0.404304024
225	0.4041835884
226	0.4040915373
227	0.4040522685
228	0.4039331266
229	0.4037892414
230	0.4036013884
231	0.4035116357
232	0.4033721467
233	0.4032858724
234	0.4031497598
235	0.4030819501
236	0.4030315382
237	0.4029112049
238	0.4028462998
239	0.4027953156
240	0.4027182607
241	0.402552929
242	0.4025140846
243	0.4024578037
244	0.4023089754
245	0.4022320105
246	0.4021012634
247	0.401247	0.40248	0.40248	0.404249	0.40249	0.404250	0.40250	0.404251	0.401685133
252	0.4016106821
253	0.4015596041
254	0.40151546
255	0.4013502147
256	0.4012932145
257	0.4012050527
258	0.4011591008
259	0.4009723723
260	0.400913471
261	0.4008271728
262	0.4007219283
263	0.4005909936
264	0.400485349
265	0.4004402196
266	0.4003968748
267	0.4002971446
268	0.4002406035
269	0.4001378958
270	0.4000519997
271	0.3999060758
272	0.3998155912
273	0.3996985056
274	0.3996358865
275	0.3995544197
276	0.3995062675
277	0.3993700345
278	0.39929278	0.279	0.3991670753
280	0.3989923805
281	0.3989057519
282	0.3988034566
283	0.3987137406
284	0.3985763312
285	0.3984427588
286	0.3983255555
287	0.3982145288
288	0.3981103027
289	0.3980121951
290	0.3979247603
291	0.3978068169
292	0.3976808665
293	0.3974934058
294	0.3974275723
295	0.3973038135
296	0.397172766
297	0.3970581788
298	0.3969571885
299	0.3968487731
300	0.3967567025
301	0.3966435517
302	0.3965788878
303	0.3964767471
304	0.3963927411
305	0.3963489151
306	0.3962043558
307	0.3960406658
308	0.395968005
309	0.3958230047
310	0.3957100275
311	0.3956022898
312	0.3954276086
313	0.3953203346
314	0.3952385315
315	0.3951760114
316	0.395069582
317	0.3949376396
318	0.3948981336
319	0.3947498078
320	0.3946076537
321	0.3944679401
322	0.3944161934
323	0.3942441077
324	0.3941653168
325	0.3940462456
326	0.3939284316
327	0.3938072498
328	0.3936869799
329	0.3935656393
330	0.393466248
331	0.3933238555
332	0.3932142277
333	0.3931724948
334	0.3930143576
335	0.3928103198
336	0.3927458171
337	0.3926022721
338	0.3925162732
339	0.3923584447
340	0.3921830691
341	0.392058793
342	0.3919378047
343	0.3918421702
344	0.3917180149
345	0.391620396
346	0.3915493955
347	0.3914073825
348	0.3913226277
349	0.3911734836
350	0.3911171443
351	0.3910395957
352	0.3908957479
353	0.3908016073
354	0.390580162
355	0.3904831812
356	0.3904189632
357	0.3902976643
358	0.3901559063
359	0.3900526993
360	0.3899393822
361	0.3898400489
362	0.3897637348
363	0.3896478954
364	0.3895127765
365	0.3894456751
366	0.3894076341
367	0.3892793211
368	0.3891824792
369	0.389033115
370	0.3889593
371	0.3889023275
372	0.3888361821
373	0.3886296514
374	0.3885252648
375	0.3884119179
376	0.3883098121
377	0.3881891153
378	0.3881224897
379	0.3880381307
380	0.3879783755
381	0.3878947429
382	0.3878609267
383	0.3877655239
384	0.3875758481
385	0.3874789503
386	0.3874163501
387	0.3872580969
388	0.3871611455
389	0.3870473186
390	0.3869197196
391	0.3866973793
392	0.3866660686
393	0.3865186797
394	0.3863884787
395	0.3862543305
396	0.3861053133
397	0.3859893931
398	0.3859106143
399	0.3858855018
400	0.3857814639
401	0.3856536701
402	0.3855558263
403	0.385505918
404	0.3853952333
405	0.385256954
406	0.3851391671
407	0.3850368624
408	0.3849505488
409	0.3848266508
410	0.3846943176
411	0.3846238502
412	0.3845389314
413	0.3844587204
414	0.3843900047
415	0.3842579833
416	0.3840879896
417	0.3839698368
418	0.3839009924
419	0.3837924315
420	0.3837314406
421	0.383548106
422	0.3835118794
423	0.3833682639
424	0.3832075308
425	0.3831385107
426	0.3829809949
427	0.3828827051
428	0.3828720706
429	0.382787087
430	0.3826100795
431	0.3825015346
432	0.3823881518
433	0.3823085653
434	0.3822098075
435	0.3821153985
436	0.3819202971
437	0.381853423
438	0.381733315
439	0.3816029585
440	0.3814884358
441	0.3813424508
442	0.381289536
443	0.381140746
444	0.3810164952
445	0.3809116615
446	0.3807534043
447	0.3806701952
448	0.3805695419
449	0.3804726284
450	0.3803176723
451	0.3802333833
452	0.3801187601
453	0.3799725031
454	0.3798936516
455	0.3798147201
456	0.3797083093
457	0.3796428667
458	0.3795624523
459	0.3794271899
460	0.3793697029
461	0.3792462393
462	0.3791887947
463	0.3790846111
464	0.3789784845
465	0.3789022755
466	0.3788570196
467	0.3787069937
468	0.3785560924
469	0.3785085894
470	0.3783721906
471	0.3783168805
472	0.3781686362
473	0.3781053383
474	0.3780106749
475	0.3778638782
476	0.3777992532
477	0.3777161056
478	0.3776328688
479	0.3775090876
480	0.3775000351
481	0.3773244027
482	0.3772775436
483	0.3772191999
484	0.3771469087
485	0.3770468853
486	0.377012154
487	0.3769170815
488	0.3768066221
489	0.3766451467
490	0.3765326436
491	0.3763769183
492	0.3763538627
493	0.3762585036
494	0.376129451
495	0.3760483004
496	0.3760012403
497	0.3759009907
498	0.3758842123
499	0.3757861148
500	0.375682619
501	0.3756584416
502	0.3755700603
503	0.3754733278
504	0.3753578277
505	0.3752308222
506	0.3751767158
507	0.3751615852
508	0.3750888988
509	0.3750705923
510	0.3749638796
511	0.3749356112
512	0.3748130662
513	0.3747280244
514	0.3746030244
515	0.374421723
516	0.3742934932
517	0.3741741992
518	0.3740801547
519	0.3739277239
520	0.3738481189
521	0.3738022802
522	0.3737233681
523	0.3736339533
524	0.37353336
525	0.3734379244
526	0.3732949004
527	0.3731833048
528	0.3730197903
529	0.3729673555
530	0.3729016165
531	0.3728070745
532	0.3727321124
533	0.3726238251
534	0.3724796986
535	0.3723625823
536	0.3722754985
537	0.3721154696
538	0.3720591997
539	0.3719955325
540	0.371947743
541	0.3718264576
542	0.3717663425
543	0.3716013513
544	0.3714777262
545	0.3714359942
546	0.3713508734
547	0.3712604545
548	0.3712324114
549	0.3711942823
550	0.3710395091
551	0.370936039
552	0.3708963807
553	0.3708503721
554	0.370779359
555	0.3707128519
556	0.3706271417
557	0.3705054073
558	0.37040732
559	0.3702794461
560	0.3702315078
561	0.3701635916
562	0.3700727116
563	0.3699943481
564	0.3699160496
565	0.3697836123
566	0.3696560508
567	0.3696248177
568	0.3695361972
569	0.3694461569
570	0.3693530208
571	0.3692563108
572	0.3692017255
573	0.3691879184
574	0.369104376
575	0.3689503073
576	0.3688594791
577	0.368719109
578	0.3686731611
579	0.3685859456
580	0.3684763662
581	0.3684043023
582	0.3683260511
583	0.368228176
584	0.3680805936
585	0.3679865921
586	0.3679321503
587	0.3678708661
588	0.3678337838
589	0.3677551864
590	0.3676697246
591	0.3675493203
592	0.3675060568
593	0.3674018541
594	0.3673074138
595	0.3671569658
596	0.3670794347
597	0.3670063931
598	0.3669519467
599	0.3668361406
600	0.3667329973
601	0.3666014486
602	0.3664894245
603	0.3663862893
604	0.3662792095
605	0.3661631653
606	0.3660894226
607	0.3659321681
608	0.3658281914
609	0.3657054213
610	0.3655466908
611	0.3655142878
612	0.3654997853
613	0.3653639362
614	0.3653001223
615	0.3651989188
616	0.3651321274
617	0.3650374318
618	0.3649819396
619	0.3648753179
620	0.3647373573
621	0.3645902089
622	0.3645370079
623	0.3644991384
624	0.3643691895
625	0.3642775157
626	0.3642305953
627	0.3640716931
628	0.3640176331
629	0.3639292123
630	0.36382253363631	0.36369289263632	0.3636413604
633	0.3635424533
634	0.36345277635635	0.36340105636636	0.3633499194
637	0.36325523638638	0.3631735863639	0.363073712
640	0.3629650288
641	0.3628826648
642	0.3627828121
643	0.3627015171
644	0.3626613798
645	0.3625507985
646	0.3624935425
647	0.3624277851
648	0.3623492889
649	0.3622136995
650	0.362113579
651	0.36203805
652	0.3619142141
653	0.3618382874
654	0.3617389533
655	0.3616952992
656	0.3616293902
657	0.36150398
658	0.3613894984
659	0.3612685464
660	0.3611755578
661	0.3610724684
662	0.3610181938
663	0.3608979659
664	0.3608355071
665	0.3607118252
666	0.3606413851
667	0.3605126712
668	0.3603957273
669	0.3603589994
670	0.3602643696
671	0.3601631596
672	0.3600719532
673	0.3599005779
674	0.3598231615
675	0.3597619324
676	0.3597117799
677	0.3596340853
678	0.3595353307
679	0.3594699346
680	0.3593487202
681	0.3592481943
682	0.359165017
683	0.3590666076
684	0.3589745613
685	0.35886486
686	0.3587936732
687	0.3587444584
688	0.358668927
689	0.3586104572
690	0.3584771858
691	0.3583345082
692	0.3582545003
693	0.3582416545
694	0.3581980939
695	0.3581363478
696	0.3580781219
697	0.3579785702
698	0.3578698164
699	0.3577855933
700	0.357741524
701	0.3576670955
702	0.357587996
703	0.3575214788
704	0.3574421462
705	0.3572996
706	0.3572033427
707	0.3571515139
708	0.3570520676
709	0.3569378564
710	0.3568771655
711	0.3568075939
712	0.3566291294
713	0.3565559278
714	0.3564804668
715	0.3563890254
716	0.3562684974
717	0.3561813173
718	0.3561220185
719	0.3560254205
720	0.3559189171
721	0.3557901635
722	0.3557444998
723	0.3556959093
724	0.3556767212
725	0.3555706957
726	0.3554480205
727	0.355409293
728	0.3553705011
729	0.3552910232
730	0.3552364932
731	0.3551637394
732	0.3551193615
733	0.3550556327
734	0.3549957062
735	0.3548720072
736	0.3547935883
737	0.3546712002
738	0.3546055633
739	0.3545293923
740	0.354447702
741	0.3544306178
742	0.354344603
743	0.3542714915
744	0.3542094051
745	0.3541358535
746	0.3540961765
747	0.3540075231
748	0.3538794149
749	0.3537842429
750	0.3537275538
751	0.3536394088
752	0.353524213
753	0.3534285182
754	0.3533265936
755	0.3532076727
756	0.3531186623
757	0.3529271607
758	0.3528543746
759	0.3527610108
760	0.3526857191
761	0.352596317
762	0.3525219695
763	0.3524673286
764	0.352391525
765	0.3523135309
766	0.3521686999
767	0.3520937737
768	0.3520083588
769	0.3519811555
770	0.3518848626
771	0.351761096
772	0.3516439581
773	0.3515641542
774	0.3514401388
775	0.3513527918
776	0.3511971861
777	0.3511101735
778	0.351010207
779	0.3509426784
780	0.3507898794
781	0.3506874843
782	0.350575623
783	0.3504845938
784	0.3503971927
785	0.3503240194
786	0.3501718317
787	0.3500416086
788	0.3499284501
789	0.3498752434
790	0.3497720897
791	0.3497092057
792	0.3495958701
793	0.3495025409
794	0.3493887938
795	0.3492732073
796	0.3491807426
797	0.3490845993
798	0.3490288559
799	0.3489483175
800	0.3488997576
801	0.348836574
802	0.3487923522
803	0.3487895244
804	0.3486493643
805	0.3485629083
806	0.3484902701
807	0.3484600213
808	0.3483597284
809	0.3482219629
810	0.3481426857
811	0.348054827
812	0.3480526646
813	0.3480024488
814	0.3479501217
815	0.3478646805
816	0.3477390084
817	0.3476646868
818	0.3476474083
819	0.3475298892
820	0.3474473638
821	0.347430445
822	0.347385603
823	0.3472899815
824	0.3472274024
825	0.3471276182
826	0.3470815105
827	0.3470305982
828	0.3469153515
829	0.3468481911
830	0.3468125832
831	0.3466752832	832	0.3465764921
833	0.3465152731
834	0.3464621041
835	0.3464117419
836	0.3462555873
837	0.3461585059
838	0.3460865283
839	0.3459875381
840	0.3459018459
841	0.3457963645
842	0.3456886278
843	0.3455821442
844	0.3454242647
845	0.3453495361
846	0.3452438842
847	0.3451745348
848	0.3450924801
849	0.3449953232
850	0.344881032
851	0.3447901438
852	0.3446894196
853	0.3445583285
854	0.3444767678
855	0.3444148594
856	0.344333975
857	0.3442661503
858	0.3442276981
859	0.3441717688
860	0.3441064951
861	0.3440570737
862	0.3439316145
863	0.343929353
864	0.3438293705
865	0.3437851884
866	0.3437197567
867	0.3437172081
868	0.343618356
869	0.3435043115
870	0.3434230375
871	0.3433470115
872	0.3432639052
873	0.3431882025
874	0.3431116479
875	0.3430115265
876	0.3428975617
877	0.3427920392
878	0.3426618398
879	0.3425899406
880	0.3425128895
881	0.3424391716
882	0.342392998
883	0.3422950927
884	0.3422187266
885	0.3421349089
886	0.3419511886
887	0.3418674646
888	0.3417772177
889	0.3417281298
890	0.341664062
891	0.341507295
892	0.3414380547
893	0.3413630272
894	0.3412691539
895	0.3411576903
896	0.3410542543
897	0.3409773504
898	0.3409116181
899	0.3407761347
900	0.340751438
901	0.3406432852
902	0.3405158063
903	0.3404403266
904	0.3403357234
905	0.3402038609
906	0.3401060808
907	0.340050376
908	0.3399632762
909	0.3398814556
910	0.3397987127
911	0.3397272946
912	0.3396505553
913	0.339558337
914	0.3394547608
915	0.3393909089
916	0.3392684419
917	0.339193087
918	0.3391543159
919	0.339109547
920	0.3390181762
921	0.3389006666
922	0.3388468633
923	0.3387272365
924	0.3386440581
925	0.3385663901
926	0.3385008901
927	0.3383454421
928	0.3383262749
929	0.3382436696
930	0.3381516024
931	0.3380574066
932	0.3379720619
933	0.3378534115
934	0.3378064531
935	0.3377529639
936	0.3376991933
937	0.3376240281
938	0.3375491369
939	0.3375470901
940	0.337453622
941	0.33734092942942	0.33728441943943	0.33722244944944	0.33709661945945	0.33700028946946	0.33687133947947	0.33681390948948	0.33670891949949	0.33660792950950	0.3364990656
951	0.3364593319
952	0.3363617565
953	0.3363111647
954	0.3361685816
955	0.3360937539
956	0.3360069052
957	0.3359443469
958	0.3358647069
959	0.3357682388
960	0.3357099328
961	0.3356398879
962	0.3356239813
963	0.3355127515
964	0.3354653967
965	0.3353724262
966	0.3353224051
967	0.335222268
968	0.3351806809
969	0.3350846878
970	0.3350509339
971	0.3349357408
972	0.3348761691
973	0.33485974	0.974	0.33477975	0.975	0.3347176879
976	0.3346422876
977	0.3346040619
978	0.3345485486
979	0.3344931919
980	0.3344981	0.3981	0.3342982	0.3982	0.3341983	0.3983	0.3340984	0.3984	0.333985	0.33985	0.333986	0.33986	0.333987	0.33987	0.333988	0.33988	0.333989	0.33989	0.33990	0.337990	0.33991	0.337991	0.33992	0.3992	0.3331993	0.3993	0.3330994	0.3994	0.3330995	0.3995	0.3329996	0.3996	0.3328997	0.3997	0.3328998	0.3998	0.3327999	0.3999	0.3327029156
