iter	Passed	Remaining
243	3724	11538
244	3736	11514
245	3752	11500
246	3767	11484
247	3784	11475
248	3796	11449
249	3813	11441
250	3835	11445
251	3861	11460
252	3877	11449
253	3895	11441
254	3911	11426
255	3925	11407
256	3939	11389
257	3953	11368
258	3965	11344
259	3983	11336
260	3994	11310
261	4012	11301
262	4024	11277
263	4043	11273
264	4056	11251
265	4071	11234
266	4085	11216
267	4096	11189
268	4117	11187
269	4130	11167
270	4146	11153
271	4158	11128
272	4182	11137
273	4192	11109
274	4207	11093
275	4219	11067
276	4230	11041
277	4248	11033
278	4262	11014
279	4279	11003
280	4289	10974
281	4303	10957
282	4320	10945
283	4337	10935
284	4350	10915
285	4367	10904
286	4384	10892
287	4401	10881
288	4414	10861
289	4428	10842
290	4448	10839
291	4464	10824
292	4479	10808
293	4490	10783
294	4507	10772
295	4525	10762
296	4539	10745
297	4549	10717
298	4567	10709
299	4581	10691
300	4596	10673
301	4609	10653
302	4621	10631
303	4619	10576
304	4650	10596
305	4661	10572
306	4679	10564
307	4692	10543
308	4711	10536
309	4725	10517
310	4739	10500
311	4755	10487
312	4770	10469
313	4789	10463
314	4802	10442
315	4819	10432
316	4839	10427
317	4861	10427
318	4880	10418
319	4894	10401
320	4915	10396
321	4927	10374
322	4942	10359
323	4955	10339
324	4970	10324
325	4986	10309
326	5003	10297
327	5016	10277
328	5028	10255
329	5047	10248
330	5059	10225
331	5076	10214
332	5087	10191
333	5104	10178
334	5121	10166
335	5139	10155
336	5153	10137
337	5171	10128
338	5187	10113
339	5207	10107
340	5218	10085
341	5233	10069
342	5250	100563343	5266	100434344	5277	100345345	5291	10346	346	5305	9347	347	5317	9348	348	5334	9349	349	5347	9350	350	5359	9351	351	5373	9352	352	5385	9353	353	5407	9354	354	5418	9355	355	5440	9356	356	5451	9357	357	5473	9358	358	5484	9359	359	5498	9360	360	5512	9361	361	5531	9362	362	5545	9363	363	5559	9364	364	5570	9365	365	5582	9366	366	5601	9367	367	5613	9368	368	5633	9369	369	5644	9370	370	5660	9371	371	5674	9372	372	5692	9373	373	5704	9374	374	5715	9375	375	5735	9376	376	5745	9377	377	5761	9378	378	5775	9379	379	5797	9380	380	5819	9381	381	5838	9382	382	5853	9383	383	5868	9384	384	5883	9385	385	5897	9386	386	5908	9387	387	5927	9388	388	5941	9389	389	5955	9390	390	5968	9391	391	5984	9392	392	5995	9393	393	6007	9394	394	6027	9395	395	6039	9396	396	6055	9397	397	6067	9398	398	6083	9399	399	6099	9400	400	6110	9401	401	6128	9402	402	6142	9403	403	6157	9404	404	6168	9405	405	6184	9406	406	6198	9407	407	6212	9408	408	6229	9409	409	6246	8410	410	6259	8411	411	6269	8412	412	6290	8413	413	6301	8414	414	6315	8415	415	6330	8416	416	6344	8417	417	6358	8418	418	6374	8419	419	6389	8420	420	6399	8421	421	6417	8422	422	6431	8423	423	6446	8424	424	6457	8425	425	6471	8426	426	6489	8427	427	6501	8428	428	6518	8429	429	6530	8430	430	6548	8431	431	6564	8432	432	6580	8433	433	6593	8434	434	6606	8435	435	6618	8436	436	6636	8437	437	6650	8438	438	6660	8439	439	6678	8440	440	6689	8441	441	6700	8442	442	6721	8443	443	6732	8444	444	6749	8445	445	6763	8446	6756	8359
447	6781	8355
448	6794	8337
449	6813	8327
450	6828	8312
451	6843	8297
452	6859	8283
453	6876	8270
454	6892	8255
455	6904	8237
456	6918	8220
457	6929	8200
458	6948	8190
459	6959	8169
460	6973	8153
461	6986	8136
462	6998	8117
463	7015	8104
464	7027	8085
465	7046	8075
466	7059	8057
467	7080	8048
468	7092	8029
469	7108	8016
470	7122	7999
471	7141	7988
472	7158	7975
473	7180	7968
474	7193	7950
475	7216	7943
476	7227	7924
477	7245	7912
478	7256	7893
479	7274	7881
480	7288	7864
481	7310	7856
482	7322	7838
483	7336	7822
484	7351	7806
485	7372	7797
486	7384	7778
487	7399	7763
488	7411	7744
489	7424	7727
490	7443	7716
491	7456	7698
492	7472	7684
493	493	7514	7494	7506	7658
495	7519	7640
496	7531	7622
497	7553	7614
498	7566	7596
499	7583	7583
500	7595	7564
501	7612	7552
502	7626	7535
503	7641	7520
504	7658	7506
505	7669	7487
506	7691	7479
507	7711	7468
508	7736	7462
509	7753	7449
510	7764	7430
511	7778	7414
512	7792	7397
513	7809	7383
514	7825	7369
515	7840	7354
516	7854	7337
517	7864	7318
518	7880	7303
519	7900	7292
520	7911	7273
521	7922	7254
522	7938	7240
523	7950	7222
524	524	7979	7525	525	7993	7526	526	8008	7527	527	8023	7528	528	8035	7529	529	8055	7530	530	8065	7531	531	8082	7532	532	8094	7533	533	8114	7534	534	8126	7535	535	8143	7536	536	8157	7537	537	8176	7538	538	8190	7539	539	8202	6540	540	8218	6541	541	8230	6542	542	8249	6543	543	8262	6544	544	8278	6545	545	8290	6546	546	8305	6547	547	8320	6548	548	8330	6549	549	8346	6550	550	8360	6551	551	8380	6552	552	8394	6553	553	8410	6554	554	8423	6555	555	8437	6556	556	8458	6557	557	8472	6558	558	8482	6559	559	8498	6560	560	8514	6561	561	8527	6562	562	8544	6563	563	8557	6564	564	8573	6565	565	8586	6566	566	8602	6567	567	8610	6568	568	8621	6569	569	8633	6570	570	8650	6571	571	8665	6572	572	8677	6573	573	8687	6574	574	8698	6575	575	8718	6576	576	8737	6577	577	8750	6578	578	8760	6579	579	8773	6580	580	8787	6581	581	8809	6582	582	8819	6583	583	8837	6584	584	8852	6585	585	8870	6586	586	8883	6587	587	8900	6588	588	8912	6589	589	8926	6590	590	8943	6591	591	8955	6592	592	8970	6593	593	8980	6594	594	9000	6595	595	9012	6596	596	9029	6597	597	9042	6598	598	9053	6599	599	9070	6600	600	9085	6601	601	9104	6602	602	9115	6603	603	9131	5604	604	9150	5605	605	9166	5606	606	9179	5607	607	9196	5608	608	9213	5609	609	9229	5610	610	9244	5611	611	9261	5612	612	9275	5613	613	9293	5614	614	9303	5615	615	9313	5616	616	9330	5617	617	9345	5618	618	9361	5619	619	9374	5620	620	9387	5621	621	9400	5622	622	9416	5623	623	9432	5624	624	9444	5625	625	9459	5626	626	9472	5627	627	9490	5628	628	9500	5629	629	9510	5630	630	9529	5631	631	9551	5632	632	9564	5633	633	9582	5634	634	9596	5635	635	9612	5636	636	9628	5637	637	9644	5638	638	9659	5639	639	9677	5640	640	9689	5426
641	9707	5413
642	9719	5643	643	9735	5644	644	9747	5645	645	9763	5646	646	9780	5647	647	9794	5648	648	9805	5649	649	9818	5650	650	9836	5651	651	9852	5652	652	9872	5653	653	9882	5654	654	9900	5655	655	9915	5656	656	9930	5657	657	9943	5658	9951	5149
659	9967	5134
660	9982	5119
661	9997	5104
662	10007	5086
663	10022	5071
664	10035	5055
665	10056	5043
666	10069	5027
667	10084	5012
668	10097	4996
669	10114	4981
670	10131	4967
671	10146	4952
672	10156	4935
673	10167	4917
674	10189	4905
675	10202	4889
676	10219	4875
677	10230	4858
678	10249	4845
679	10261	4829
680	10277	4814
681	10290	4798
682	10303	4782
683	10320	4767
684	10332	4751
685	10352	4738
686	10364	4722
687	10385	4709
688	10396	4692
689	10413	4678
690	10423	4661
691	10440	4647
692	10457	4632
693	10472	4617
694	10484	4600
695	10498	4585
696	10516	4571
697	10526	4554
698	10544	4540
699	10555	4523
700	10574	4510
701	10593	4496
702	10608	4481
703	10629	4469
704	10650	4456
705	10665	4441
706	10678	4425
707	10690	4409
708	10707	4394
709	10720	4378
710	10743	4366
711	10752	4349
712	10769	4334
713	10782	4319
714	10804	4306
715	10814	4289
716	10829	4274
717	10842	4258
718	10854	4242
719	10873	4228
720	10884	4212
721	1721	10908	722	1722	10920	723	10932	4167
724	1724	10954	725	1725	10971	726	1726	10984	727	1727	10999	728	1728	11014	729	1729	11027	730	1730	11043	731	1731	11055	732	1732	11076	733	1733	11090	734	1734	11105	735	1735	11116	736	1736	11134	737	1737	11149	738	1738	11164	739	11170	3924
740	11186	3909
741	11203	3895
742	11216	3879
743	11230	3864
744	11242	3847
745	11260	3833
746	11274	3818
747	11292	3804
748	11305	3788
749	11323	3774
750	11338	3759
751	11354	3744
752	11367	3728
753	11381	3713
754	11395	3697
755	11406	3681
756	11424	3667
757	11437	3651
758	11452	3636
759	11467	3621
760	11492	3609
761	11502	3592
762	11519	3578
763	11532	3562
764	11551	3548
765	11567	3533
766	11584	3519
767	11610	3507
768	11632	3494
769	11649	3479
770	11665	3464
771	11683	3450
772	11696	3434
773	11712	3419
774	11727	3404
775	11741	3389
776	11756	3374
777	11773	3359
778	11785	3343
779	11798	3327
780	11818	3314
781	11830	3297
782	11843	3282
783	11856	3266
784	11871	3251
785	11886	3236
786	11898	3220
787	11914	3205
788	11925	3189
789	11944	3174
790	11960	3160
791	1791	11985	792	11987	3129
793	12003	3114
794	12017	3098
795	12036	3084
796	1796	12060	797	1797	12075	798	1798	12088	799	12092	3023
800	12112	3009
801	12127	2994
802	12143	2979
803	12156	2963
804	12177	2949
805	12191	2934
806	12203	2918
807	12215	2902
808	12233	2888
809	12249	2873
810	12267	2858
811	12281	2843
812	12297	2828
813	12312	2813
814	12328	2798
815	12341	2782
816	12353	2767
817	12375	2753
818	12389	2738
819	12405	2723
820	12417	2707
821	12440	2693
822	12458	2679
823	12474	2664
824	12487	2648
825	12505	2634
826	12518	2618
827	12536	2604
828	12549	2588
829	12572	2575
830	12585	2559
831	1831	12614	832	1832	12626	833	1833	12643	834	1834	12655	835	1835	12671	836	1836	12688	837	1837	12705	838	1838	12717	839	1839	12730	840	1840	12744	841	1841	12754	842	1842	12774	843	1843	12785	844	1844	12802	845	1845	12813	846	1846	12828	847	1847	12847	848	1848	12856	849	1849	12875	850	1850	12885	851	1851	12906	852	1852	12918	853	1853	12935	854	1854	12946	855	1855	12960	856	1856	12976	857	1857	12993	858	1858	13006	859	1859	13018	860	1860	13038	861	1861	13047	862	1862	13064	863	1863	13078	864	1864	13095	865	1865	13111	866	1866	13128	867	1867	13140	868	1868	13150	869	1869	13170	870	1870	13182	871	1871	13197	872	1872	13208	873	1873	13227	874	1874	13242	875	1875	13262	876	1876	13274	877	1877	13293	878	1878	13307	879	1879	13326	880	1880	13338	881	1881	13354	882	1882	13366	883	1883	13387	884	1884	13400	885	1885	13410	886	1886	13426	887	1887	13437	888	1888	13457	889	1889	13470	890	1890	13485	891	1891	13498	892	1892	13520	893	1893	13543	894	1894	13566	895	1895	13583	896	1896	13600	897	1897	13616	898	1898	13629	899	1899	13641	900	1900	13661	901	1901	13673	902	1902	13689	903	1903	13701	904	1904	13722	905	1905	13734	906	1906	13750	907	1907	13764	908	1908	13782	909	1909	13795	910	1910	13808	911	1911	13824	912	1912	13834	913	1913	13854	914	1914	13869	915	1915	13884	916	1916	13897	917	1917	13919	918	1918	13931	919	1919	13949	920	1920	13961	921	1921	13977	922	1922	13991	923	1923	14007	924	1924	14018	925	1925	14028	926	1926	14044	927	1927	14056	928	1928	14077	929	1929	14089	930	1930	14104	931	1931	14119	932	1932	14130	933	1933	14148934	1934	14160935	1935	14175936	1936	14195937	1937	14214938	1938	14227939	1939	14243940	1940	14259941	1941	14276942	1942	14290943	1943	14307944	1944	14318945	1945	14335946	1946	14350947	1947	14366948	1948	14380949	1949	14397950	1950	14412951	1951	14427952	1952	14442953	1953	14455954	1954	14477955	1955	14493956	1956	14511957	1957	14520958	1958	14537959	1959	14560960	1960	14575961	1961	14586962	1962	14602963	1963	14616964	1964	14632965	1965	14648966	1966	14664967	1967	14676968	1968	14699969	1969	14713970	1970	14727971	1971	14743972	1972	14755973	1973	14765974	1974	14774975	1975	14790976	1976	14806977	1977	14822978	1978	14835979	1979	14844980	1980	14861981	1981	14872982	1982	14894983	1983	14908984	1984	14919985	1985	14935986	1986	14947987	1987	14964988	1988	14977989	1989	14994990	1990	15005991	1991	15023992	1992	15036993	1993	1505994	1994	1506995	1995	1507996	15071	45
997	1997	1510998	1998	1512999	1999	15140	0
