iter	Logloss
507	0.3570554508508	0.3569917366
509	0.3568987671
510	0.3568198566
511	0.35674047512512	0.35666497513513	0.35649628514514	0.3564184799
515	0.35634816516516	0.35623193517517	0.3561757128
518	0.35613192519519	0.35607476520520	0.3559580523
521	0.3558907652522	0.355717042523	0.3633251298
5524	0.355537134
525	0.3554678929
526	0.355391813
527	0.355276058
52528	0.362735021529	0.3551106633
530	0.3550107723
531	0.3549157176
532	0.3548445587
533	0.3547400652
534	0.3546306135
535	0.361956753
5536	0.35444831315537	0.35437859053538	0.35430493353539	0.35398294754540	0.353902814541	0.3613279873
542	0.361275459
543	0.361144484
544	0.3611033781
545	0.3610618926
546	0.3609984084
547	0.3608610183
548	0.3607339314
549	549	0.3531530550	0.360582775
551	0551	0.352955552	0552	0.352895553	0553	0.35280554	0.554	0.35274555	0.3600062317
556	0.556	0.35260557	0.557	0.35253558	0.558	0.35245559	0.3594935614
560	0.3593321624
561	0.3590157641
562	0.3589506919
563	0.3589111814
564	0.3585507664
565	0.3584825447
566	0.3583701157
567	0567	0.351483568	0568	0.351409569	0569	0.351339570	0570	0.351285571	0571	0.351142572	0572	0.351025573	0573	0.350945574	0574	0.350893575	0575	0.350826576	0576	0.3507109973
577	0.3506454478
578	0.350600579	0579	0.3503276967
580	0.3502530543
581	0.350172582	0582	0.3500959701
583	0.3498541531
584	0.349567585	0585	0.349428586	0586	0.3493724648
587	0.3493032055
588	0.3492466849
589	0.3491814106
590	0.3491305551
591	0.3490803918
592	0.3490046984
593	0.3489490122
594	0.3488485016
595	0.34876596	0596	0.3487026635
597	0.3486527571
598	0.348404599	0599	0.3483531337
600	0.348286987
601	0.348202519
602	0.3481109519
603	0.3480578583
604	0.3479913648
605	0.3479466224
606	0.3477902699
607	0.3477228497
608	0.3476281385
609	0.3473550610	610	0.3472949611	611	0.3472356612	612	0.3471739613	613	0.3470957614	614	0.3470254073
615	0.3468598616	616	0.3468176617	617	0.3467307618	618	0.3466404619	619	0.3465863620	620	0.3465101621	621	0.346423622	0622	0.346359623	0623	0.346302624	0624	0.346224625	625	0.3461479396
626	0.3460469627	627	0.3459818628	628	0.3459286517
629	0.3458407392
630	0.3457188631	631	0.3456628632	632	0.3455156633	633	0.3453106199
634	0.3452166276
635	0.345127324
636	0.3450423488
637	0.3448419385
638	0.3446703352
639	0.3445834328
640	0.34449735641641	0.3444157264642	0.34435867564643	0.34428354164644	0.34420762645645	0.34410234646646	0.34405644647647	0.34399562648648	0.3439260264649	0.34386859565650	0.3437941236651	0.34373084136652	0.3436737661
653	0.3434971146
654	0.3434074842
655	0.3433526949
656	0.3431971165657	0.3431167262
658	0.3430479769
659	0.3429591947
660	0.34283777661661	0.34277447662662	0.34271568663663	0.34260642664664	0.3425510531
665	0.3424636752
666	0.342373966
667	0.3423104098
668	0.34196943669669	0.34187908670670	0.34183092671671	0.3417790067672	0.3417065786673	0.3416226735
674	0.34156103067675	0.34149685067676	0.34140752767677	0.34132748967678	0.34126859367679	0.34118225680680	0.3410835657
681	0.34102180682682	0.3409644543
683	0.3408280719
684	0.3407448399
685	0.3406801893
686	0.3406217961
687	0.3405387348
688	0.340495553
689	0.3404143075
690	0.340234383
691	0.3401470887
692	0.3401002245
693	0.340029279
694	0.3399539114
695	0.3398741931
696	0.3398082248
697	0.3397400437
698	0.3396711261
699	0.3395784443
700	0.3394593712
701	0.3393788821
702	0.3393045492
703	0.3392392933
704	0.338990717
705	0.3388949868
706	0.338540617
707	0.3384107464
708	0.3381685219
709	0.3381150855
710	0.3380321667
711	0.3378631135
712	0.337806443
713	0.3377310078
714	0.3376023593
715	0.3375075375
716	0.3374372869
717	0.3373508521
718	0.3372827643
719	0.3372135376
720	0.3371331695
721	0.3370452986
722	0.3369437123
723	0.3368728963
724	0.3367805957
725	0.336717455
726	0.3366227467
727	0.3365037075
728	0.3364276414
729	0.3363611492
730	0.3362932194
731	0.33620748477732	0.33615542667733	0.33607013017734	0.33597775847735	0.33587181087736	0.33579906447737	0.3357318544
738	0.3356562681
739	0.3355819155
740	0.3355103829
741	0.3353500486
742	0.3352730216
743	0.33519803
744	0.3351435214
745	0.3350791754
746	0.33498467747747	0.3348656163
748	0.3347748395
749	0.33470479487750	0.3346050863
751	0.334534546
752	0.3344614229
753	0.3344025167
754	0.3343408655
755	0.3342672001
756	0.3341687842
757	0.3340964966
758	0.3338861718
759	0.3338125041
760	0.3335320894
761	0.3334622786
762	0.3333903321
763	0.3333127012
764	0.3332197069
765	0.3331700298
766	0.3330577669
767	0.3329597328
768	0.3328303258
769	0.3327421116
770	0.332634685
771	0.3325512685
772	0.3324475709
773	0.3323628411
774	0.3322577092
775	0.3319531924
776	0.3318545826
777	0.3317660258
778	0.3317016668
779	0.3316018
780	0.3315204715
781	0.331399598
782	0.331329915
783	0.3312434705
784	0.3311634095
785	0.3310665896
786	0.3309778595
787	0.3309059723
788	0.3308186334
789	0.3306748454
790	0.330594551
791	0.3304696743
792	0.3303827552
793	0.3303032169
794	0.3302472122
795	0.3301608904
796	0.3300292219
797	0.3299724615
798	0.3299044187
799	0.3298031644
800	0.3297092615
801	0.3296039241
802	0.3295357909
803	0.329464917
804	0.3293781547
805	0.3292922608
806	0.3291566699
807	0.3290573953
808	0.3289660376
809	0.3288977418
810	0.3285559076
811	0.3284532435
812	0.3283619325
813	0.3282736154
814	0.3281830586
815	0.3280754681
816	0.3279885546
817	0.3278833106
818	0.327794566
819	0.3277186887
820	0.3276187148
821	0.3275286524
822	0.3274530946
823	0.3273927193
824	0.327285022
825	0.3271855868
826	0.3270987513
827	0.3270043513
828	0.3268999316
829	0.3268122368
830	0.3267083225
831	0.3266173736
832	0.3265575188
833	0.3264619809
834	0.3263873095
835	0.326305146
836	0.3262373873
837	0.3260984489
838	0.3260181186
839	0.325919597
840	0.3258334692
841	0.3257411172
842	0.3256565713
843	0.325577852
844	0.3254921795
845	0.3254323459
846	0.3253503339
847	0.3252483373
848	0.3251920325
849	0.3250920407
850	0.3249961347
851	0.3249198518
852	0.3248247714
853	0.3247473937
854	0.3246587545
855	0.3245793913
856	0.3245127339
857	0.3244323326
858	0.3243144877
859	0.3242337609
860	0.3241490396
861	0.3240576888
862	0.3239802289
863	0.3238990712
864	0.3238178479
865	0.3237146011
866	0.3235154324
867	0.3234497687
868	0.3233641507
869	0.3232712603
870	0.3231603365
871	0.3230722644
872	0.3229620499
873	0.3228609753
874	0.3227646252
875	0.3226776024
876	0.3225979145
877	0.322501937
878	878	0.3296237879	879	0.3295273880	880	0.3294344881	881	0.3293260882	882	0.3292425883	0.3219793954
884	884	0.3290409885	885	0.3286879886	886	0.32859688887	0.32850790888888	0.32840214889	0.3214870371
890890	0.32821588891891	0.32813802892892	0.3280347893	893	0.3279456894	894	0.3278524895	895	0.3277495896	896	0.3276735897	897	0.3271974898	898	0.32710899	0.3205300258
900	0.900	0.32694901	0.901	0.32683902	0.3202379965
903	0.3201457077
904	0.3200555242
905	0.3199514192
906	0.3198339554
907	0.907	0.32628908	0.908	0.32619909	0.909	0.3260910	0.3910	0.3259911	0.3194075086
912	0.3192963913
913	0.3191826356
914	0.3190964853
915	0.3189939157
916	0.318887959
917	0.318785897
918	0.318918	0.32919	0.318919	0.32920	0.318920	0.32921	0.318921	0.32922	0.3183165707
923	0.3182210826
924	0.3181284078
925	0.318925	0.3926	0.3179439122
927	0.3178678872
928	0.3177609839
929	0.317665228
930	0.3175584082
931	0.3174650393
932	0.317354651
933	0.3172620527
934	0.3171671453
935	0.317080935	0936	0.3169946699
937	0.316907937	0938	0.316802938	0939	0.3167939	0.3940	0.3166940	0.941	0.31654941	0.942	0.31646942	0.943	0.31636943	0.944	0.3162632112
945	0.3161714693
946	0.3160679644
947	0.3159688682
948	0.3158662003
949	0.3157848659
950	0.3156813536
951	0.3155738627
952	0.3154882042
953	0.3153780861
954	0.3152722507
955	0.3151837233
956	0.3150519897
957	0.3149561527
958	0.314868401
959	0.314770959	0960	0.3146702216
961	0.314580961	0962	0.314476962	963	0.314382963	0964	0.314286964	0965	0.314184965	966	0.3140849966	967	0.3139845967	968	0.3138899968	969	0.3138041969	970	0.3137047970	971	0.3136105971	972	0.3135118972	973	0.3134118973974	0.31332146974975	0.31322345975976	0.31313121976977	0.31303262977978	0.31292765978	0.3175136886
979	0.3174145935
980	0.3173132374
981	0.3172207126
98983	0.312417301983	0.3170303304
984	0.3164966304
9986	0.31212340079987	0.3120314472987	0.315798062
988	0.3156961427
989	0.3156038876
990	0.3155017823
991	0.3153999271
992	0.3152952706
9994	0.31136607589995	0.31128180419996	0.31118118569997	0.3110902427997	0.3147957408
9999	0.3109047071999	0.3146056773
